samplename,datapoint,RFU,isSizemarker,location
958,0,26.022776339908585,False,-1
958,1,16.065361649469875,False,-1
958,2,-10.1817316915262,False,-1
958,3,-18.335559661183478,False,-1
958,4,0.7762438224994297,False,-1
958,5,15.382588562703155,False,-1
958,6,-26.737807410471607,False,-1
958,7,-6.838618207896306,False,-1
958,8,47.70617657237962,False,-1
958,9,-16.093948109136754,False,-1
958,10,10.951781188364393,False,-1
958,11,-43.237465105108676,False,-1
958,12,81.5936660355757,False,-1
958,13,4.386186277504751,False,-1
958,14,-2.514448496416455,False,-1
958,15,-4.860342811802523,False,-1
958,16,33.07490238848826,False,-1
958,17,45.66856442930581,False,-1
958,18,26.15337818569168,False,-1
958,19,25.57545630536108,False,-1
958,20,-34.473390170511145,False,-1
958,21,-9.212619494353946,False,-1
958,22,-41.569064584380946,False,-1
958,23,-75.0456483578235,False,-1
958,24,10.466176224863675,False,-1
958,25,16.07453828284759,False,-1
958,26,33.95002104696134,False,-1
958,27,-5.196196629637816,False,-1
958,28,-2.2115266165786127,False,-1
958,29,34.089525947571175,False,-1
958,30,1.273965580611558,False,-1
958,31,-18.757453099205453,False,-1
958,32,-36.77349255849377,False,-1
958,33,9.783937936701111,False,-1
958,34,21.74379193297758,False,-1
958,35,-8.210025746485714,False,-1
958,36,-11.84672438409764,False,-1
958,37,-51.71390804043068,False,-1
958,38,19.375719559636956,False,-1
958,39,4.805285044263611,False,-1
958,40,16.15375562991191,False,-1
958,41,14.353476966923035,False,-1
958,42,11.870101935373743,False,-1
958,43,-57.13785512406459,False,-1
958,44,-11.703680001961622,False,-1
958,45,-38.65821283605769,False,-1
958,46,6.051169692549415,False,-1
958,47,16.237743710223832,False,-1
958,48,8.789893312387274,False,-1
958,49,-22.109520914832288,False,-1
958,50,-18.309473656318463,False,-1
958,51,4.521660771157897,False,-1
958,52,8.392337090235898,False,-1
958,53,-41.56796687423048,False,-1
958,54,-10.525383274398223,False,-1
958,55,-0.7425030054201224,False,-1
958,56,47.196156168497474,False,-1
958,57,-4.486958730545105,False,-1
958,58,14.10375537808845,False,-1
958,59,57.42184728756393,False,-1
958,60,11.749201781698146,False,-1
958,61,12.140556689777313,False,-1
958,62,16.671957922614343,False,-1
958,63,-14.240468546506676,False,-1
958,64,2.7790985506229213,False,-1
958,65,30.221971972875394,False,-1
958,66,32.671410722946085,False,-1
958,67,55.75351594941577,False,-1
958,68,-6.031828928223454,False,-1
958,69,-16.78366943636293,False,-1
958,70,-33.08462160400844,False,-1
958,71,-33.213369705174216,False,-1
958,72,15.624805608689673,False,-1
958,73,-1.7359708924678388,False,-1
958,74,-8.65463511529117,False,-1
958,75,6.681685429371934,False,-1
958,76,-18.526491989838075,False,-1
958,77,16.56860469275283,False,-1
958,78,-43.910600140071246,False,-1
958,79,-15.419767876715383,False,-1
958,80,-59.5430524233723,False,-1
958,81,62.71915847778588,False,-1
958,82,-27.580612215979198,False,-1
958,83,19.27142656989175,False,-1
958,84,-44.64386755006087,False,-1
958,85,38.972935847509675,False,-1
958,86,-9.06546708541506,False,-1
958,87,21.87275201221975,False,-1
958,88,36.45182915758337,False,-1
958,89,5.2501764994502755,False,-1
958,90,43.94110205762688,False,-1
958,91,-6.419915284063807,False,-1
958,92,4.19948314225514,False,-1
958,93,-17.661600405992854,False,-1
958,94,-21.772978531767187,False,-1
958,95,-0.8492338427424132,False,-1
958,96,-13.231045867848632,False,-1
958,97,30.351523121752845,False,-1
958,98,-56.37816693576655,False,-1
958,99,-3.814196711697958,False,-1
958,100,9.53313850576051,False,-1
958,101,-66.34095892036305,False,-1
958,102,26.588333855976746,False,-1
958,103,68.96908292159041,False,-1
958,104,-9.915648111625588,False,-1
958,105,-58.04891642321817,False,-1
958,106,-69.31352147676103,False,-1
958,107,0.2397627689729663,False,-1
958,108,5.919595257715815,False,-1
958,109,14.69037735259845,False,-1
958,110,-37.44305404394098,False,-1
