samplename,datapoint,RFU,isSizemarker,location
140,0,-58.8412514981533,False,-1
140,1,-37.446957448078514,False,-1
140,2,41.43107305455175,False,-1
140,3,32.849985170295376,False,-1
140,4,67.43684062245539,False,-1
140,5,-8.606988728434512,False,-1
140,6,-19.095966780398356,False,-1
140,7,-5.988536568549066,False,-1
140,8,-24.460331809114003,False,-1
140,9,11.062947020492492,False,-1
140,10,64.82628903691678,False,-1
140,11,-3.4052895390482125,False,-1
140,12,9.655829524908928,False,-1
140,13,-2.2756227951285046,False,-1
140,14,8.100618845147864,False,-1
140,15,39.56693428827442,False,-1
140,16,-23.344885663003776,False,-1
140,17,-0.04284711319149162,False,-1
140,18,-27.78359968758151,False,-1
140,19,-15.88557948049085,False,-1
140,20,1.908533654286775,False,-1
140,21,-68.15598612778777,False,-1
140,22,-39.89993720019575,False,-1
140,23,-33.181548885796666,False,-1
140,24,-12.234332077446433,False,-1
140,25,13.213015138000866,False,-1
140,26,6.519037537821904,False,-1
140,27,-51.03663955940761,False,-1
140,28,42.679990718002664,False,-1
140,29,-13.260205637890353,False,-1
140,30,28.0865262166666,False,-1
140,31,13.13654780734773,False,-1
140,32,-38.551166180909256,False,-1
140,33,22.257561442265676,False,-1
140,34,-32.316901588259284,False,-1
140,35,-7.1154328142027605,False,-1
140,36,14.7669755768476,False,-1
140,37,-2.508725139547864,False,-1
140,38,-18.006402332791744,False,-1
140,39,66.66547085316004,False,-1
140,40,-46.89187328299982,False,-1
140,41,-12.599314917129487,False,-1
140,42,-41.60578345120633,False,-1
140,43,-24.81985788294703,False,-1
140,44,-53.46476963083204,False,-1
140,45,-25.95118827703647,False,-1
140,46,19.91289793278699,False,-1
140,47,-26.473306470830696,False,-1
140,48,-25.581557789755884,False,-1
140,49,-24.80784412209623,False,-1
140,50,16.32434410620405,False,-1
140,51,-39.179050681512386,False,-1
140,52,4.16297686883097,False,-1
140,53,71.2654469265141,False,-1
140,54,-41.21436549004647,False,-1
140,55,17.865700068011463,False,-1
140,56,81.21060682431617,False,-1
140,57,-21.14376882940848,False,-1
140,58,-47.90876916845768,False,-1
140,59,65.14708684803787,False,-1
140,60,-18.247560929073572,False,-1
140,61,-31.04830057850848,False,-1
140,62,-55.842890231795096,False,-1
140,63,-12.603770302614127,False,-1
140,64,-33.267966011297794,False,-1
140,65,19.525028807799202,False,-1
140,66,-14.134514524499767,False,-1
140,67,27.93712101535061,False,-1
140,68,-34.311862383078584,False,-1
140,69,47.8784521474216,False,-1
140,70,35.40828501897927,False,-1
140,71,1.5260534146284455,False,-1
140,72,-45.27902433531958,False,-1
140,73,2.334280804787374,False,-1
140,74,0.42902497028763203,False,-1
140,75,66.99518690394255,False,-1
140,76,0.2610098591772791,False,-1
140,77,-15.032642251774822,False,-1
140,78,26.993332336378494,False,-1
140,79,-23.15846604745725,False,-1
140,80,10.356785656006869,False,-1
140,81,-1.5202291482384558,False,-1
140,82,-0.9741504827867223,False,-1
140,83,8.078738253967794,False,-1
140,84,10.557926336836893,False,-1
140,85,-4.370754029083184,False,-1
140,86,-26.908975247844413,False,-1
140,87,-16.362681346642777,False,-1
140,88,38.68546759847595,False,-1
140,89,-18.733935088417255,False,-1
