samplename,datapoint,RFU,isSizemarker,location
333,0,-29.885220868892556,False,-1
333,1,41.261762779813495,False,-1
333,2,16.87713986754209,False,-1
333,3,-6.262633787906431,False,-1
333,4,-30.12046226957322,False,-1
333,5,-6.161860369963814,False,-1
333,6,-2.5111456739111393,False,-1
333,7,30.679217856936518,False,-1
333,8,2.7620909088693786,False,-1
333,9,39.313933977655466,False,-1
333,10,6.832654105907334,False,-1
333,11,45.983765927683635,False,-1
333,12,-42.53835383453077,False,-1
333,13,16.534122183234963,False,-1
333,14,-56.042241266722364,False,-1
333,15,46.499514952496135,False,-1
333,16,1.3491177965746908,False,-1
333,17,-9.271286381968615,False,-1
333,18,14.421791049625277,False,-1
333,19,52.1696900467921,False,-1
333,20,20.0061915224085,False,-1
333,21,-21.178617403523674,False,-1
333,22,27.28162202245998,False,-1
333,23,36.14978137829226,False,-1
333,24,0.5129563532268345,False,-1
333,25,36.62506964325041,False,-1
333,26,-6.2323124760224315,False,-1
333,27,26.181972960095205,False,-1
333,28,-36.62253577678228,False,-1
333,29,7.547326218341814,False,-1
333,30,-16.855239792617073,False,-1
333,31,18.87628281201935,False,-1
333,32,15.318530685080974,False,-1
333,33,37.183581711203566,False,-1
333,34,-46.32439129488746,False,-1
333,35,0.14598061416149957,False,-1
333,36,-22.725236922310412,False,-1
333,37,-17.082832007830234,False,-1
333,38,-3.2101395730497497,False,-1
333,39,28.39789259734412,False,-1
333,40,-17.739737938742696,False,-1
333,41,1.6489680591602722,False,-1
333,42,-29.695534238888566,False,-1
333,43,56.25978154276755,False,-1
333,44,-32.8098484725716,False,-1
333,45,-22.7917161631762,False,-1
333,46,-41.665616243285584,False,-1
333,47,8.256932422848852,False,-1
333,48,58.16737139114855,False,-1
333,49,-15.86725913096785,False,-1
333,50,-35.75554899172523,False,-1
333,51,-17.55944391218249,False,-1
333,52,40.10013697123846,False,-1
333,53,-23.96031196227113,False,-1
333,54,-13.263193540948498,False,-1
333,55,25.719893822889723,False,-1
333,56,73.76032218033325,False,-1
333,57,35.12601259662619,False,-1
333,58,29.152487426416577,False,-1
333,59,-19.662551424679503,False,-1
333,60,35.01950406787837,False,-1
333,61,-10.862280441538157,False,-1
333,62,-10.871041213096824,False,-1
333,63,13.735775895772896,False,-1
333,64,-5.522357718410581,False,-1
333,65,5.305976199181872,False,-1
333,66,-7.871682876192435,False,-1
333,67,3.6621909774930885,False,-1
333,68,-14.211951428063362,False,-1
333,69,7.789151770500887,False,-1
333,70,-40.54520246872448,False,-1
333,71,-64.75408535421457,False,-1
333,72,-19.871562950408197,False,-1
333,73,18.72544046414117,False,-1
333,74,-1.1513228995933646,False,-1
333,75,26.842152618442523,False,-1
333,76,65.16249873102498,False,-1
333,77,-12.0507720497376,False,-1
333,78,-8.000571946321797,False,-1
333,79,32.09608744653506,False,-1
333,80,-1.24476030129989,False,-1
333,81,-10.090337524699835,False,-1
333,82,-21.489215054708144,False,-1
